_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine
25518,90,13617,gammeeok,"9 w 32nd st, 2nd fl,",10001,korean,gammeeok,9 w 32nd st,10001,korean
26068,92,6116,american whiskey,"247 w 30th st, ,",10001,american (new) cocktail bars sports bars,american whiskey,247 w 30th st,10001,american
27871,99,20498,the vine - eventi hotel,"851 avenue of the americas, ,",10001,american (new) bars,starbucks,776 avenue of the americas,10001,cafã©/coffee/tea
28038,99,23584,the vine - eventi hotel,"851 avenue of the americas, ,",10001,american (new) bars,gregory's coffee,874 avenue of the americas,10001,cafã©/coffee/tea
28806,101,21509,rock & reilly's nyc,"218 w 35th st, ,",10001,sports bars american (traditional) burgers,rock and reillys lobby bar,218 w 35th st,10001,american
29529,105,611,the kunjip,"32 w 32nd st, ,",10001,korean,the kunjip,32 w 32nd st,10001,korean
30601,108,22371,sushi fussion nyc,"224 w 35th st, ,",10001,sushi bars asian fusion,lemony grill,224 w 35th st,10001,greek
30758,108,3854,sushi fussion nyc,"224 w 35th st, ,",10001,sushi bars asian fusion,sushi fussion,224 w 35th st,10001,jewish/kosher
32880,118,22832,prime cafe,"125 w 26th st, ,",10001,italian american (traditional) breakfast & brunch,amore,125 w 26th st,10001,italian
34041,122,19256,pennsylvania 6 nyc,"132 w 31st st,",10001,american (new) breakfast & brunch seafood,dee daa,132 w 31st st,10001,thai
35119,128,4923,madison square tavern,"150 w 30th st, ,",10001,bars american (new),madison square tavern,150 w 30th st,10001,american
39322,143,14405,cloud 28,"127 w 28th st,",10001,lounges breakfast & brunch sandwiches,stix chelsea/hotel indigo/rooftop bar,127 w 28th st,10001,american
40323,146,17146,barilla restaurants,"108 w 32nd st, ,",10001,italian,barilla restaurants,108 w 32nd st,10001,italian
41416,149,22347,turntable coffee & music,"34 w 32nd st, fl 5",10001,coffee & tea american (traditional) cafes,space billard,34 w 32nd st,10001,korean
42331,152,20900,hanamichi,"28 w 32nd st, ,",10001,japanese korean sushi bars,hanamichi,28 w 32nd st,10001,asian
42564,155,1922,hanbat restaurant,"53 w 35th st, ,",10001,korean seafood,mew,53 w 35th st,10001,japanese
44396,161,20372,mcdonald's,"151 w 34th st, ,",10001,burgers fast food,pizza bar,151 w 34th st,10001,pizza
44404,161,10729,mcdonald's,"151 w 34th st, ,",10001,burgers fast food,just salad,151 w 34th st,10001,salads
44422,161,7012,mcdonald's,"151 w 34th st, ,",10001,burgers fast food,"auntie anne's pretzels, pinkberry",151 w 34th st,10001,hotdogs/pretzels
46495,170,20706,crompton ale house,"159 w 26th st,",10001,bars american (new),crompton ale house,159 w 26th st,10001,american
46721,171,1814,roll & katsu kitchen,"11 w 32nd st, ste 5,",10001,sushi bars korean japanese,food gallery 32,11 w 32nd st,10001,korean
46788,171,5815,roll & katsu kitchen,"11 w 32nd st, ste 5,",10001,sushi bars korean japanese,maru,11 w 32nd st,10001,korean
50812,187,22347,son ja jang,"34 w 32nd st,",10001,chinese,space billard,34 w 32nd st,10001,korean
82562,305,3250,fools gold nyc,"145 e houston st, ,",10002,gastropubs pubs cocktail bars,fools gold,145 e houston st,10002,american
119853,429,23209,benemon,"108 e 4th st,",10003,japanese,benemon,108 e 4th st,10003,japanese
120427,430,2857,tsurutontan udon noodle brasserie,"21 e 16th st, ,",10003,japanese noodles soup,tsurutontan udon noodle brasserie,21 e 16th st,10003,japanese
121361,432,23913,raku,"342 e 6th st, ,",10003,japanese noodles,raku,342 e 6th st,10003,asian
121616,432,3932,raku,"342 e 6th st, ,",10003,japanese noodles,the eddy,342 e 6th st,10003,american
124061,438,1656,irvington,"the w hotel, 201 park ave s,",10003,american (new),irvington bar and restaurant/studio/lilium,201 park ave s,10003,american
124833,440,23913,the eddy,"342 e 6th st, ,",10003,american (new),raku,342 e 6th st,10003,asian
125088,440,3932,the eddy,"342 e 6th st, ,",10003,american (new),the eddy,342 e 6th st,10003,american
130669,456,376,izakaya,"326 e 6th st, ,",10003,izakaya tapas/small plates,the izakaya,326 e 6th st,10003,japanese
134846,464,16097,ootoya greenwich village,"41 e 11th st, ,",10003,japanese,ootoya,41 e 11th st,10003,japanese
137651,471,13712,misirizzi,"36 e 4th st,",10003,italian,misirizzi,36 e 4th st,10003,italian
140450,476,2147,zundo-ya,"84 e 10th st, ,",10003,ramen,ramen zundo-ya,84 e 10th st,10003,japanese
150720,504,23926,tac n roll,"124 e 4th st,",10003,tacos fast food sandwiches,tac n roll,124 e 4th st,10003,chinese
152046,507,21709,sugarfish by sushi nozawa,33 e 20th st,10003,sushi bars,sugar fish,33 e 20th st,10003,japanese
160105,528,19126,le coq rico,"30 e 20th st,",10003,brasseries,le coq rico,30 e 20th st,10003,french
168252,546,20700,casa neta,"40 e 20th st,",10003,mexican lounges,tamu lola,40 e 20th st,10003,tapas
169346,548,6579,al vicoletto,"9 e 17th st, ,",10003,italian wine bars delis,al vicoletto,9 e 17th st,10003,italian
169738,549,15649,union square cafe,"101 e 19th st, ,",10003,american (new) cafes wine bars,union square cafe/ daily provisions,101 e 19th st,10003,american
172120,555,4964,wok to walk,"42 union sq e, ,",10003,asian fusion fast food,wok to walk,42 union sq e,10003,thai
173558,559,191,bowery meat company,"9 e 1st st, ,",10003,steakhouses seafood meat shops,bowery meat company,9 e 1st st,10003,american
181628,579,6460,the winslow,"243 e 14th st, ,",10003,pubs,the winslow,243 e 14th st,10003,american
191324,602,4717,dalias,"214 e 9th st, ,",10003,spanish,dahlias fine mexican cuisine,214 e 9th st,10003,"latin (cuban, dominican, puerto rican, south & central american)"
195861,616,17069,the immigrant,"341 e 9th st,",10003,wine bars,the immigrant tap room,341 e 9th st,10003,other
198660,624,20353,lui's thai food,"128 e 4th st, ,",10003,thai,lui's thai food,128 e 4th st,10003,thai
199670,627,9491,jp street,"52 e 8th st, ,",10003,japanese burgers chicken wings,jp street,52 e 8th st,10003,japanese
203560,635,19142,poke village,"250 e 14th st,",10003,poke korean ramen,pokevillage,250 e 14th st,10003,asian
212376,658,12607,v spot,12 saint marks pl,10003,latin american vegan gluten-free,vspot organic,12 saint marks pl,10003,"latin (cuban, dominican, puerto rican, south & central american)"
215546,666,15801,east village thai,"32 e 7th st, ,",10003,thai,east village thia restaurant,32 e 7th st,10003,thai
219914,713,14453,bavaria bier haus,"19 s william st,",10004,german beer gardens,bavaria bierhouse,19 s william st,10004,german
220630,723,7129,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,retro fitness,1 new york plz,10004,"juice, smoothies, fruit salads"
220644,723,9210,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,naya express,1 new york plz,10004,mediterranean
220650,723,23519,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,starbucks,1 new york plz,10004,cafã©/coffee/tea
220657,723,3201,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,cappone's salumeria,1 new york plz,10004,sandwiches
220659,723,23372,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,schnippers,1 new york plz,10004,hamburgers
220683,723,21483,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,chipotle mexican grill,1 new york plz,10004,mexican
221800,743,7129,chop't,"1 new york plz, ,",10004,salad sandwiches,retro fitness,1 new york plz,10004,"juice, smoothies, fruit salads"
221814,743,9210,chop't,"1 new york plz, ,",10004,salad sandwiches,naya express,1 new york plz,10004,mediterranean
221820,743,23519,chop't,"1 new york plz, ,",10004,salad sandwiches,starbucks,1 new york plz,10004,cafã©/coffee/tea
221827,743,3201,chop't,"1 new york plz, ,",10004,salad sandwiches,cappone's salumeria,1 new york plz,10004,sandwiches
221829,743,23372,chop't,"1 new york plz, ,",10004,salad sandwiches,schnippers,1 new york plz,10004,hamburgers
221853,743,21483,chop't,"1 new york plz, ,",10004,salad sandwiches,chipotle mexican grill,1 new york plz,10004,mexican
222728,758,18520,south ferry bldg company,"1 state street plaza, ,",10004,food court,au bon pain,1 state street plaza,10004,sandwiches/salads/mixed buffet
223960,775,7129,subway,"1 new york plz, ,",10004,fast food sandwiches,retro fitness,1 new york plz,10004,"juice, smoothies, fruit salads"
223974,775,9210,subway,"1 new york plz, ,",10004,fast food sandwiches,naya express,1 new york plz,10004,mediterranean
223980,775,23519,subway,"1 new york plz, ,",10004,fast food sandwiches,starbucks,1 new york plz,10004,cafã©/coffee/tea
223987,775,3201,subway,"1 new york plz, ,",10004,fast food sandwiches,cappone's salumeria,1 new york plz,10004,sandwiches
223989,775,23372,subway,"1 new york plz, ,",10004,fast food sandwiches,schnippers,1 new york plz,10004,hamburgers
224013,775,21483,subway,"1 new york plz, ,",10004,fast food sandwiches,chipotle mexican grill,1 new york plz,10004,mexican
232494,964,8074,cafe de novo,"94 1/2 greenwich st, ,",10006,korean pizza,cafe de novo,94 1/2 greenwich st,10006,american
243715,1139,2839,waka ramen & izakaya,432 e 13th st,10009,ramen,teshigotoya,432 e 13th st,10009,japanese
243862,1140,6348,carma east,"507 e 6th st,",10009,bars dim sum taiwanese,carma,507 e 6th st,10009,asian
245354,1146,22871,ruffian wine bar & chef's table,"125 e 7th st, ,",10009,wine bars tapas/small plates french,ruffian wine bar,125 e 7th st,10009,continental
245841,1150,9235,gnoccheria by luzzo's,"234 e 4th st, ,",10009,italian,gnoccheria by luzzo's,234 e 4th st,10009,italian
245882,1150,22660,gnoccheria by luzzo's,"234 e 4th st, ,",10009,italian,secara,234 e 4th st,10009,spanish
247550,1159,12088,raclette,"511 e 12th st, ,",10009,sandwiches french,la vraie raclette,511 e 12th st,10009,french
247920,1161,19306,secchu yokota,"199 e 3rd st, fl 1",10009,japanese desserts seafood,china wok,199 e 3rd st,10009,chinese
250282,1173,20207,tuome,"536 e 5th st, ,",10009,american (new),tuome,536 e 5th st,10009,asian
250695,1175,16701,ichibantei,"401 e 13th st, ,",10009,japanese steakhouses,ichibantei,401 e 13th st,10009,japanese
253253,1191,3769,virginia's,"647 e 11th st,",10009,american (new),virginia's,647 e 11th st,10009,american
253353,1194,16933,stuyvesant organic,"536 e 14th st, ,",10009,organic stores salad caterers,stuyvesant organic,536 e 14th st,10009,american
254503,1199,14076,turntable 5060,235 e 4th st,10009,chicken wings korean american (new),turntable 5060,235 e 4th st,10009,american
254622,1199,23271,turntable 5060,235 e 4th st,10009,chicken wings korean american (new),nobody is perfect,235 e 4th st,10009,other
254942,1201,16664,banh mi zon,"443 e 6th st, ,",10009,vietnamese sandwiches salad,banh mi zon,443 e 6th st,10009,asian
255898,1205,20207,minca,"536 e 5th st,",10009,ramen,tuome,536 e 5th st,10009,asian
256749,1209,22360,the crooked tree,"110 saint marks pl, ,",10009,creperies cafes american (new),david's cafe,110 saint marks pl,10009,french
258397,1220,2299,gg's,"511 e 5th st, ,",10009,american (new) pizza,gg's,511 e 5th st,10009,american
259075,1223,4765,izakaya nomad,"13 w 26th st, ,",10010,gastropubs izakaya bars,izakaya nomad,13 w 26th st,10010,japanese
259332,1225,13753,sagaponack bar & grill,"4 w 22nd st,",10010,bars american (new) seafood,sagaponack,4 w 22nd st,10010,seafood
259515,1226,19098,upland,"345 park ave s, ,",10010,american (new),upland,345 park ave s,10010,american
263155,1250,4838,grill 21,"346 e 21st st, ,",10010,filipino,grill 21,346 e 21st st,10010,filipino
263963,1256,23339,maui onion,"35 w 26th st,",10010,poke salad hawaiian,hanjan,35 w 26th st,10010,other
267268,1278,19529,little basil,"153 e 26th st, ,",10010,thai,little basil thai,153 e 26th st,10010,thai
267695,1280,3728,indikitch,"25 w 23rd st,",10010,indian,indikitch,25 w 23rd st,10010,indian
267745,1281,15489,shaka burrito,"210 e 23rd st, ,",10010,mexican hawaiian caribbean,shaka burrito,210 e 23rd st,10010,mexican
268513,1286,21938,limon restaurant,"238 e 24th st,",10010,turkish middle eastern mediterranean,limon restaurant,238 e 24th st,10010,turkish
270104,1296,16603,dig inn,"16 e 23rd st,",10010,american (new) juice bars & smoothies salad,dig inn,16 e 23rd st,10010,american
271393,1305,2451,kat & theo,"5 w 21st st,",10010,mediterranean american (new) bars,kat & theo,5 w 21st st,10010,american
275222,1327,23407,foragers table,"300 w 22nd st, ,",10011,breakfast & brunch american (new) wine bars,the gem hotel,300 w 22nd st,10011,cafã©/coffee/tea
276096,1329,8423,wisefish poké,"263 w 19th st,",10011,seafood hawaiian poke,wisefish poke,263 w 19th st,10011,hawaiian
276819,1333,14387,rouge tomate chelsea,"126 w 18th st, ,",10011,american (new) bars,rouge tomate,126 w 18th st,10011,french
279424,1346,14948,serenata,"111 w 17th st,",10011,mexican,serenata,111 w 17th st,10011,mexican
280128,1348,22998,zia maria,"318 w 23rd st, ,",10011,italian pizza,zia maria,318 w 23rd st,10011,pizza/italian
283343,1359,11724,auntie guan's kitchen 108,"108 w 14th st, ,",10011,chinese asian fusion,auntie guan's kitchen 108,108 w 14th st,10011,chinese
284520,1362,5054,basta pasta,"37 w 17th st, ,",10011,italian,yakiniku futago,37 w 17th st,10011,japanese
285044,1364,20077,il bambino,"48 w 8th st, ,",10011,italian sandwiches wine bars,il bambino,48 w 8th st,10011,american
287747,1376,7483,the gander,"15 w 18th st, ,",10011,american (new),the gander bar room and restaurant,15 w 18th st,10011,american
290079,1384,5054,yakiniku futago,"37 w 17th st, ,",10011,japanese barbeque,yakiniku futago,37 w 17th st,10011,japanese
290212,1385,7250,rasa,"25 w 8th st,",10011,malaysian sushi bars halal,rasa,25 w 8th st,10011,asian
299281,1417,1154,asuka sushi,"300 w 23rd st, ,",10011,sushi bars japanese thai,asuka sushi,300 w 23rd st,10011,japanese
300826,1422,3610,great burrito,"100 w 23rd st, ,",10011,pizza mexican,great burrito,100 w 23rd st,10011,mexican
305580,1440,22418,lena,"1 w 8th st, ,",10011,coffee & tea sandwiches,lena,1 w 8th st,10011,bakery
305744,1440,2540,lena,"1 w 8th st, ,",10011,coffee & tea sandwiches,la panineria,1 w 8th st,10011,italian
305927,1442,11540,el quijote,"226 w 23rd st, ,",10011,spanish basque,el quijote,226 w 23rd st,10011,spanish
307283,1446,17742,bodega negra,"dream downtown, 355 w 16th st,",10011,mexican,megu,355 w 16th st,10011,japanese
307566,1447,18414,ancolie,"58 w 8th st,",10011,salad cafes desserts,ancolie,58 w 8th st,10011,salads
311534,1464,17742,megu,355 w 16th st,10011,japanese,megu,355 w 16th st,10011,japanese
323238,1507,22418,la panineria,"1 w 8th st,",10011,italian sandwiches,lena,1 w 8th st,10011,bakery
323402,1507,2540,la panineria,"1 w 8th st,",10011,italian sandwiches,la panineria,1 w 8th st,10011,italian
328362,1526,21357,vic's,"31 great jones st, ,",10012,bars american (new) italian,vic's,31 great jones st,10012,american
331485,1539,21336,the folly,"92 w houston st, ,",10012,seafood gastropubs,the folly,92 w houston st,10012,american
339822,1573,10673,great jones cafe,"54 great jones st, ,",10012,cajun/creole,great jones cafe,54 great jones st,10012,american
359870,1645,23706,pokee,"121 w 3rd st,",10012,poke,dumplinggo,121 w 3rd st,10012,chinese/japanese
369315,1679,12668,sushi zo,"88 w 3rd st, ,",10012,japanese sushi bars,sushi zo,88 w 3rd st,10012,japanese
369907,1681,12668,swish cafe & shabu shabu,"88 w 3rd st,",10012,japanese,sushi zo,88 w 3rd st,10012,japanese
413198,1826,4219,souk & sandwich,"117 ave of the america's,",10013,lebanese sandwiches fast food,souk & sandwich,117 avenue of the americas,10013,american
423648,1860,487,lupe's,110 ave of the americas,10013,mexican,lupe's east l.a. kitchen,110 avenue of the americas,10013,mexican
445485,1934,22497,the black derby,"310 w 4th st,",10014,american (new),the black derby,310 w 4th st,10014,other
445578,1935,7128,coarse nyc,"306 w 13th st,",10014,american (new),raw new york,306 w 13th st,10014,american
446447,1938,13035,perla cafe,"234 w 4th st, ,",10014,italian wine bars,perla cafe,234 w 4th st,10014,american
453750,1967,713,wallflower,"235 w 12th st, ,",10014,american (new),wallflower,235 w 12th st,10014,french
458215,1984,19453,bespoke kitchen,"615 1/2 hudson st,",10014,american (new),bespoke kitchen,615 1/2 hudson st,10014,american
464230,2009,14203,la loteria,"29 7th ave s, ,",10014,mexican,la loteria,29 7th ave s,10014,mexican
467926,2023,14203,rafele ristorante,"29 7th ave s, ,",10014,italian,la loteria,29 7th ave s,10014,mexican
469068,2028,20727,vin sur vingt,"201 w 11th st, ,",10014,wine bars french,two boots to go west,201 w 11th st,10014,other
469230,2029,16824,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,burger inc,353 w 14th st,10014,american
469252,2029,22820,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,mission ceviche,353 w 14th st,10014,seafood
469381,2029,16258,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,three little pigs,353 w 14th st,10014,other
469401,2029,18243,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,crepe sucre/the french block,353 w 14th st,10014,french
469420,2029,20213,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,mo il gelato,353 w 14th st,10014,"ice cream, gelato, yogurt, ices"
469441,2029,21818,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,gotham poke,353 w 14th st,10014,hawaiian
469455,2029,3788,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,grape leaf new york,353 w 14th st,10014,middle eastern
469486,2029,7209,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,luzzos pizza,353 w 14th st,10014,italian
469487,2029,20377,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,bangkok b.a.r.,353 w 14th st,10014,thai
469499,2029,19579,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,cocoa grinder,353 w 14th st,10014,salads
469525,2029,15450,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,la sonrisa empanadas,353 w 14th st,10014,mexican
471102,2037,18113,while we were young,"183 w 10th st,",10014,american (new) cocktail bars,while we were young,183 w 10th st,10014,other
476314,2057,16824,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,burger inc,353 w 14th st,10014,american
476336,2057,22820,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,mission ceviche,353 w 14th st,10014,seafood
476465,2057,16258,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,three little pigs,353 w 14th st,10014,other
476485,2057,18243,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,crepe sucre/the french block,353 w 14th st,10014,french
476504,2057,20213,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,mo il gelato,353 w 14th st,10014,"ice cream, gelato, yogurt, ices"
476525,2057,21818,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,gotham poke,353 w 14th st,10014,hawaiian
476539,2057,3788,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,grape leaf new york,353 w 14th st,10014,middle eastern
476570,2057,7209,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,luzzos pizza,353 w 14th st,10014,italian
476571,2057,20377,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,bangkok b.a.r.,353 w 14th st,10014,thai
476583,2057,19579,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,cocoa grinder,353 w 14th st,10014,salads
476609,2057,15450,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,la sonrisa empanadas,353 w 14th st,10014,mexican
486950,2096,9586,gallo nero 3,"1 7th ave s,",10014,italian venues & event spaces wine bars,gallo nero iii,1 7th ave s,10014,italian
504481,2165,17906,tarallucci e vino - nomad,"44 e 28th st,",10016,italian wine bars breakfast & brunch,tarallucci e vino,44 e 28th st,10016,italian
505028,2166,17517,sons of thunder,"204 e 38th st, ,",10016,hawaiian hot dogs poke,sons of thunder,204 e 38th st,10016,american
505442,2169,7508,massoni,"11 e 31st st,",10016,italian bars,massoni,11 e 31st st,10016,italian
506681,2175,22564,café china,"13 e 37th st,",10016,szechuan,cafe china,13 e 37th st,10016,chinese
508362,2181,7584,atoboy,"43 e 28th st,",10016,korean tapas/small plates asian fusion,atoboy,43 e 28th st,10016,asian
508655,2182,23588,pino wine bar,"156 e 33rd st, ,",10016,wine bars american (traditional),juice,156 e 33rd st,10016,"juice, smoothies, fruit salads"
508676,2182,7329,pino wine bar,"156 e 33rd st, ,",10016,wine bars american (traditional),pino wine bar,156 e 33rd st,10016,american
509072,2183,12165,galata mediterranean cuisine,"212 e 34th st, ,",10016,turkish mediterranean halal,galata mediterranean cruisine,212 e 34th st,10016,turkish
510141,2187,12015,marta,"29 e 29th st, ,",10016,pizza italian,marta,29 e 29th st,10016,italian
512215,2196,22513,may kaidee nyc,"126 e 28th st,",10016,thai vegan vegetarian,desi food truck,126 e 28th st,10016,indian
514454,2205,13921,tacos grand central,"134 e 27th st,",10016,mexican,tacos grand central,134 e 27th st,10016,mexican
514535,2205,13976,tacos grand central,"134 e 27th st,",10016,mexican,burp bowl cafe,134 e 27th st,10016,asian
516074,2211,22535,wine:34,"127 e 34th st, ,",10016,wine bars american (new) beer bar,wine:34,127 e 34th st,10016,italian
516873,2214,21529,bedford,"118 e 40th st, ,",10016,american (new) desserts breakfast & brunch,bedford & co,118 e 40th st,10016,american
520874,2230,15383,fine & rare,"9 e 37th st,",10016,american (new) jazz & blues lounges,fine & rare,9 e 37th st,10016,other
524062,2240,22219,the long hall irish pub & grocery,"58 e 34th st, ,",10016,irish pub pubs grocery,the long hall,58 e 34th st,10016,american
530468,2264,11892,open kitchen,"33 e 33rd st, ,",10016,salad sushi bars mediterranean,open kitchen,33 e 33rd st,10016,american
532928,2271,23490,tempura matsui,"222 e 39th st,",10016,japanese noodles seafood,tempura matsui,222 e 39th st,10016,japanese
533568,2274,21715,251 ginza sushi,"251 e 35th st, ,",10016,sushi bars japanese,ginza sushi,251 e 35th st,10016,japanese
533630,2278,21570,salvation taco,"145 e 39th st, ,",10016,mexican,salvation taco & roof top bar,145 e 39th st,10016,not listed/not applicable
537376,2291,22219,caesars restaurant,"58 e 34th st, ,",10016,italian,the long hall,58 e 34th st,10016,american
547244,2335,18661,mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,sugar box inc,120 e 34th st,10016,other
547319,2335,1512,mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,dj pizza,120 e 34th st,10016,pizza
550391,2346,4036,udon west,"150 e 46th st, ,",10017,japanese noodles,udon west,150 e 46th st,10017,japanese
550573,2347,2723,vitae,"4 e 46th st, ,",10017,american (new) wine bars cocktail bars,vitae,4 e 46th st,10017,american
551396,2351,23559,allora ristorante,"145 e 47th st,",10017,italian bars,allora,145 e 47th st,10017,italian
553645,2365,15363,delicacy,"12 e 44th st, ,",10017,korean buffets american (traditional),delicacy,12 e 44th st,10017,delicatessen
554007,2366,13943,sakanaya,"304 e 49th st,",10017,sushi bars japanese seafood,sakanaya,304 e 49th st,10017,japanese
554524,2369,22438,great northern food hall,"grand central terminal, 89 e 42nd st",10017,food court bakeries delis,la chula taco & ceviches,89 e 42nd st,10017,mexican
554529,2369,10659,great northern food hall,"grand central terminal, 89 e 42nd st",10017,food court bakeries delis,the great northern deli and danish dogs,89 e 42nd st,10017,other
554634,2369,16060,great northern food hall,"grand central terminal, 89 e 42nd st",10017,food court bakeries delis,prova pizza bar,89 e 42nd st,10017,pizza/italian
554758,2371,22438,agern,"grand central terminal, 89 e 42nd st,",10017,scandinavian bars,la chula taco & ceviches,89 e 42nd st,10017,mexican
554763,2371,10659,agern,"grand central terminal, 89 e 42nd st,",10017,scandinavian bars,the great northern deli and danish dogs,89 e 42nd st,10017,other
554868,2371,16060,agern,"grand central terminal, 89 e 42nd st,",10017,scandinavian bars,prova pizza bar,89 e 42nd st,10017,pizza/italian
556790,2379,13379,blackwells pub and restaurant,"150 e 47th st, ,",10017,pubs american (traditional),blackwells,150 e 47th st,10017,american
557838,2387,10589,la bellezza,"145 e 49th st, ,",10017,pizza,la bellezza,145 e 49th st,10017,pizza
559259,2394,21063,tabletime,"20 e 42nd st,",10017,delis salad soup,tabletime,20 e 42nd st,10017,american
561496,2404,9641,the rawl,"212 e 45th st,",10017,asian fusion sushi bars,the rawl,212 e 45th st,10017,asian
562198,2409,9641,kitaya,"212 e 45th st, ,",10017,japanese,the rawl,212 e 45th st,10017,asian
563884,2420,22438,la chula nyc,"89 e 42nd st, ,",10017,tacos,la chula taco & ceviches,89 e 42nd st,10017,mexican
563889,2420,10659,la chula nyc,"89 e 42nd st, ,",10017,tacos,the great northern deli and danish dogs,89 e 42nd st,10017,other
563994,2420,16060,la chula nyc,"89 e 42nd st, ,",10017,tacos,prova pizza bar,89 e 42nd st,10017,pizza/italian
564352,2423,22438,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,la chula taco & ceviches,89 e 42nd st,10017,mexican
564357,2423,10659,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,the great northern deli and danish dogs,89 e 42nd st,10017,other
564462,2423,16060,grand central oyster bar,"grand central station, 89 e 42nd st,",10017,seafood,prova pizza bar,89 e 42nd st,10017,pizza/italian
564938,2425,11864,benjamin steakhouse,"52 e 41st st, ,",10017,steakhouses seafood,dylan hotel,52 e 41st st,10017,continental
566523,2434,7079,wolfgang's steakhouse,"16 e 46th st, ,",10017,steakhouses,wolfgang's steakhouse boutique,16 e 46th st,10017,steak
568933,2448,9858,99 cent fresh pizza,"151 e 43rd st, ,",10017,pizza,99 cent fresh pizza,151 e 43rd st,10017,pizza
568961,2448,22158,99 cent fresh pizza,"151 e 43rd st, ,",10017,pizza,meltkraft,151 e 43rd st,10017,sandwiches
572471,2470,16496,district social,"252 w 37th st,",10018,bars american (new),district social,252 w 37th st,10018,american
572641,2471,20107,trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,trademark,38 w 36th st,10018,american
572680,2471,23822,trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,hotel le soleil le espresso cafe,38 w 36th st,10018,cafã©/coffee/tea
573237,2473,21969,pokéworks,"63 w 37th st, ,",10018,hawaiian seafood poke,pokeworks,63 w 37th st,10018,hawaiian
573802,2476,21901,coffeemania,"1065 ave of the americas,",10018,american (new) coffee & tea breakfast & brunch,academia barilla restaurant,1065 ave of the americas,10018,italian
574358,2478,15512,calle dao,"38 w 39th st, ,",10018,cuban cocktail bars breakfast & brunch,calle dao,38 w 39th st,10018,"latin (cuban, dominican, puerto rican, south & central american)"
574836,2482,9594,district tap house,"246 w 38th st, ,",10018,sports bars gastropubs pubs,district tap house,246 w 38th st,10018,american
575329,2486,23876,go! go! curry!,"273 w 38th st, ,",10018,japanese,go go curry,273 w 38th st,10018,filipino
576118,2489,15984,zest szechuan,"45 w 39th st,",10018,szechuan,zest szechuan,45 w 39th st,10018,chinese
576404,2490,1673,black iron burger,"245 w 38th st,",10018,burgers,black iron burger,245 w 38th st,10018,hamburgers
577324,2497,22407,non solo piada,"302 w 37th st,",10018,italian breakfast & brunch,non solo piada,302 w 37th st,10018,italian
578392,2502,23247,indian project,"243 w 38th st,",10018,indian,indian project,243 w 38th st,10018,indian
578764,2505,23363,99 cent fresh pizza,"143 w 40th st, ,",10018,pizza,99â¢ fresh pizza,143 w 40th st,10018,pizza
579775,2512,23876,new li yuan,"273 w 38th st, ,",10018,cantonese cafeteria bakeries,go go curry,273 w 38th st,10018,filipino
580170,2513,22731,la panineria,"410 w 36th st, ,",10018,coffee & tea italian sandwiches,la panineria,410 w 36th st,10018,sandwiches/salads/mixed buffet
580376,2514,3120,el sabroso,"265 w 37th st, ,",10018,latin american sandwiches,el sabroso restaurant,265 w 37th st,10018,spanish
