_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine
1172632,7655,1750,patsy's pizzeria,"980 morris park ave, ,",10462,italian pizza,patsy's pizzeria,980 morris park ave,10462,pizza/italian
1173488,7667,23740,canoa,1368 castle hill ave,10462,american (new),canoa,1368 castle hill ave,10462,spanish
1174870,7687,17375,marisco centro seafood restaurant & fish market,"1160 castle hill ave, ,",10462,caribbean seafood spanish,marisco centro,1160 castle hill ave,10462,seafood
1176096,7703,19687,luciano pizza,"1005a morris park avenue, ,",10462,pizza,luciano's pizza,1005a morris park avenue,10462,pizza
1176156,7704,5182,sing garden restaurant,"1165 castle hill ave, ,",10462,chinese,sing garden restaurant,1165 castle hill ave,10462,chinese
1177992,7730,17046,joy garden chinese restaurant,"687 morris park ave, ,",10462,chinese,joy garden,687 morris park ave,10462,chinese
1178923,7742,16146,empire wok,"1230 castle hill ave, ,",10462,chinese,empire wok chinese restaurant,1230 castle hill ave,10462,chinese
1179122,7745,13776,taco bell,"2148 white plains road, ,",10462,fast food mexican tex-mex,"dunkin' donuts, pizza hut, taco bell",2148 white plains road,10462,american
1179437,7748,7944,conti's pastry shoppe,"786 morris park ave, ,",10462,bakeries,conti's pastry shoppe,786 morris park ave,10462,bakery
1179840,7753,20158,novelty nachos,"318 w 231st st,",10463,american (new) burgers pizza,novelty nachos,318 w 231st st,10463,american
1180790,7766,241,smashburger,193 w 237th st,10463,burgers,smashburger,193 w 237th st,10463,american
1180792,7766,20205,smashburger,193 w 237th st,10463,burgers,dunkin donuts & basking robbins,193 w 237th st,10463,american
1180839,7766,23332,smashburger,193 w 237th st,10463,burgers,chipotle mexican grill,193 w 237th st,10463,mexican
1181094,7769,14710,louie's dale diner,"189 w 231st st, ,",10463,diners breakfast & brunch burgers,dale diner,189 w 231st st,10463,american
1181793,7777,14102,100%,"130 w 238th st, ,",10463,cafes juice bars & smoothies latin american,100% smoothies & empanadas,130 w 238th st,10463,american
1182003,7781,17448,mi lindo san miguelito,257 w 231st st,10463,mexican,mi lindo san miguelito,257 w 231st st,10463,mexican
1183694,7808,241,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,smashburger,193 w 237th st,10463,american
1183696,7808,20205,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,dunkin donuts & basking robbins,193 w 237th st,10463,american
1183743,7808,23332,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,chipotle mexican grill,193 w 237th st,10463,mexican
1184411,7817,19364,mon amour coffee & wine,"234 w 238th st,",10463,coffee & tea wine bars beer bar,mon amour coffee & wine,234 w 238th st,10463,sandwiches/salads/mixed buffet
1184642,7821,13886,cold cut city gourmet,"228 w 231st st, ,",10463,delis,cold cut city bunny deli 2,228 w 231st st,10463,american
1185455,7834,10745,yokohama japanese restaurant,"438 w 238th st, ,",10463,japanese food delivery services sushi bars,yokohama japanese restaurant,438 w 238th st,10463,japanese
1185814,7839,9644,papa john's pizza,"161 w 231st st, ,",10463,pizza,papa john's,161 w 231st st,10463,pizza
1185860,7839,13011,papa john's pizza,"161 w 231st st, ,",10463,pizza,new adventure juice bar,161 w 231st st,10463,spanish
1187938,7867,5262,bailey seafood market,"146 w 231st st, ,",10463,seafood markets,bailey seafood market & restaurant,146 w 231st st,10463,seafood
1188428,7879,15980,archie's tap & table,"536 city island ave, ,",10464,american (new) gastropubs burgers,archie's tap and table,536 city island ave,10464,american
1188487,7882,9487,johnny's reef restaurant,"2 city island ave, ,",10464,seafood,johnny's reef restaurant,2 city island ave,10464,seafood
1188546,7884,4655,sammy's fish box restaurant,"41 city island ave, ,",10464,seafood,sammy's fishbox,41 city island ave,10464,seafood
1188552,7886,3995,tony's pier restaurant,"1 city island ave, ,",10464,seafood,tony's pier restaurant,1 city island ave,10464,seafood
1188625,7889,18702,the black whale,"279 city island ave, ,",10464,american (new) diners breakfast & brunch,the black whale,279 city island ave,10464,american
1188724,7894,2611,lobster box restaurant,"34 city island ave, ,",10464,seafood,lobster box,34 city island ave,10464,seafood
1188760,7895,3285,don coqui on the water,"565 city island ave, ,",10464,latin american caribbean venues & event spaces,don cogui,565 city island ave,10464,american
1188813,7900,19569,scavello's city island,101 city island ave,10464,grocery caterers delis,scavello's on the island,101 city island ave,10464,italian
1189340,7919,4703,tosca cafe,"4038 e tremont ave, ,",10465,pizza italian cafes,tosca cafe,4038 e tremont ave,10465,american
1189396,7920,21934,legendary bar & grill,"3513 e tremont ave, ,",10465,bars italian burgers,legendary,3513 e tremont ave,10465,american
1189506,7923,13772,casa restaurant & lounge,"3607 e. tremont ave.,",10465,tapas/small plates lounges,casa restaurant & lounge,3607 e tremont ave,10465,"latin (cuban, dominican, puerto rican, south & central american)"
1189854,7932,22340,alley cat smokehouse,"3604 e tremont ave, ste c,",10465,smokehouse,alley cat smokehouse,3604 e tremont ave,10465,barbecue
1189976,7937,22117,casa criolla,"815 hutchinson river pkwy, ,",10465,latin american caribbean spanish,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex
1190156,7940,17814,lilly's cafe,"3035 cross bronx expy,",10465,breakfast & brunch sandwiches,lilly's cafe,3035 cross bronx expy,10465,cafã©/coffee/tea
1190318,7943,22117,five guys burgers and fries,"815 hutchinson river pkwy, ,",10465,burgers fast food,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex
1190702,7950,7850,frank & joe's deli,"3639 e tremont ave, ,",10465,sandwiches delis,frank and joe's deli,3639 e tremont ave,10465,delicatessen
1191002,7956,22117,chipotle mexican grill,"815 hutchinson river pkwy, ,",10465,mexican fast food,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex
1191155,7959,21736,china wok,"3839 e tremont ave, ,",10465,chinese,china wok,3839 e tremont ave,10465,chinese
1192012,7976,16405,el paisano pizzeria,"3444 e tremont ave, ,",10465,pizza,el paisano pizzeria,3444 e tremont ave,10465,pizza
1192028,7977,22117,applebee's,"815 hutchinson river pkwy, ,",10465,american (traditional) sports bars burgers,chipotle mexican grill,815 hutchinson river pkwy,10465,tex-mex
1192503,7987,13662,trump golf links at ferry point,"500 hutchinson river pkwy, ,",10465,golf,trump golf links at ferry point,500 hutchinson river pkwy,10465,american
1193511,8008,19175,golden ring,"4342 white plains rd, ,",10466,caribbean,golden ring,4342 white plains rd,10466,caribbean
1193905,8014,8690,tony's pizza,"4189 white plains road, ,",10466,pizza,tony's pizza,4189 white plains road,10466,pizza
1194084,8016,23645,el jobo seafood restaurant,"748 e 233rd st,",10466,seafood latin american,el jobo seafood restaurant,748 e 233rd st,10466,spanish
1194276,8019,16259,pizza place,"4024 white plains road, ,",10466,pizza,the pizza place,4024 white plains road,10466,pizza
1194444,8022,11807,the good dine,"3922 white plains rd, ,",10466,caribbean,deuce & bam good dine restaurant,3922 white plains rd,10466,caribbean
1194467,8023,19497,burger king,"4275 white plains rd, ,",10466,burgers,burger king,4275 white plains rd,10466,american
1194589,8025,19971,papa john's pizza,3929 white plains rd,10466,pizza,papa john's pizza,3929 white plains rd,10466,pizza
1196253,8048,23187,agra grill,"3835 white plains rd, ,",10467,indian seafood pakistani,agra grill,3835 white plains rd,10467,indian
1196463,8050,10473,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1196485,8050,10597,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1196491,8050,21157,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,china one restaurant,334 e gun hill rd,10467,chinese
1196496,8050,12796,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1196507,8050,16400,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1196533,8050,11949,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1196540,8050,13295,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,ming liang kitchen,236 e gun hill rd,10467,chinese
1197141,8056,10473,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1197163,8056,10597,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1197169,8056,21157,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,china one restaurant,334 e gun hill rd,10467,chinese
1197174,8056,12796,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1197185,8056,16400,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1197211,8056,11949,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1197218,8056,13295,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,ming liang kitchen,236 e gun hill rd,10467,chinese
1197269,8057,23725,moja,"307 e 204th st bronx, ,",10467,indian,moja restaurant (curry & grill),307 e 204th st,10467,bangladeshi
1197964,8067,4157,kam man kitchen,"311 e 204th st, ,",10467,mexican,subway,311 e 204th st,10467,sandwiches
1197994,8067,13143,kam man kitchen,"311 e 204th st, ,",10467,mexican,kam man kitchen,311 e 204th st,10467,chinese
1198279,8070,18874,m & r pizza,"7 e 208th st, ,",10467,pizza italian,m & r pizza,7 e 208th st,10467,pizza
1199062,8077,10473,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1199084,8077,10597,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1199090,8077,21157,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,china one restaurant,334 e gun hill rd,10467,chinese
1199095,8077,12796,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1199106,8077,16400,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1199132,8077,11949,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1199139,8077,13295,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,ming liang kitchen,236 e gun hill rd,10467,chinese
1199175,8080,10473,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1199197,8080,10597,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1199203,8080,21157,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,china one restaurant,334 e gun hill rd,10467,chinese
1199208,8080,12796,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1199219,8080,16400,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1199245,8080,11949,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1199252,8080,13295,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,ming liang kitchen,236 e gun hill rd,10467,chinese
1199447,8082,6180,number 1 chinese restaurant,"301 e 204th st, ,",10467,chinese,lin's no 1 chinese restaurant,301 e 204th st,10467,chinese
1199783,8088,12380,sing loon chinese kitchen,"3606 white plains rd,",10467,chinese,sing loon zheng kitchen,3606 white plains rd,10467,chinese
1200333,8094,21157,la familia restaurant mexicano corporation,"334 e gun hill road, ,",10467,restaurants,china one restaurant,334 e gun hill rd,10467,chinese
1200388,8094,18525,la familia restaurant mexicano corporation,"334 e gun hill road, ,",10467,restaurants,la familia restaurant,334 east gun hill road,10467,mexican
1200418,8095,10473,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1200440,8095,10597,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1200446,8095,21157,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,china one restaurant,334 e gun hill rd,10467,chinese
1200451,8095,12796,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1200462,8095,16400,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1200488,8095,11949,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1200495,8095,13295,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,ming liang kitchen,236 e gun hill rd,10467,chinese
1200801,8098,16400,new little michael,"12 e gun hill road, ,",10467,restaurants,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1201771,8107,18663,island breezes ii,3634 white plains rd,10467,caribbean,ochie bekkle carribbean american kool restaurant,3634 white plains rd,10467,caribbean
1202343,8115,23539,papa john's pizza,2733 white plains rd,10467,pizza,papa john's pizza,2733 white plains rd,10467,other
1202914,8120,10406,aziza africa restaurant & catering svce,"3716 white plains rd, ,",10467,soup,maddy's african grill restaurant,3716 white plains rd,10467,african
1203367,8125,12280,golden crust patties,"2718 white plains rd, ,",10467,caribbean,golden krust caribbean bakery & grill,2718 white plains rd,10467,caribbean
1203489,8126,12980,century chinese restaurant,"2861 white plains road, ,",10467,chinese,century chinese restaurant,2861 white plains road,10467,chinese
1203694,8129,13432,frank's pizza and pasta,"3770 white plains rd, ,",10467,pizza,franks pizza and pasta,3770 white plains rd,10467,pizza/italian
1204260,8135,10473,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1204282,8135,10597,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1204288,8135,21157,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,china one restaurant,334 e gun hill rd,10467,chinese
1204293,8135,12796,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1204304,8135,16400,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1204330,8135,11949,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1204337,8135,13295,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,ming liang kitchen,236 e gun hill rd,10467,chinese
1205123,8143,3478,papa john's pizza,362 e 204th st,10467,pizza,papa john's,362 e 204th st,10467,pizza
1206024,8152,21676,panda house taco & chinese take out,"277 e 206th st, ,",10467,chinese,mei panda house / top fresh tortillas,277 e 206th st,10467,chinese
1206068,8153,10473,pizza hut,765 e gun hill rd,10467,pizza,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads"
1206090,8153,10597,pizza hut,765 e gun hill rd,10467,pizza,18 east gunhill pizza,18 e gun hill rd,10467,pizza
1206096,8153,21157,pizza hut,765 e gun hill rd,10467,pizza,china one restaurant,334 e gun hill rd,10467,chinese
1206101,8153,12796,pizza hut,765 e gun hill rd,10467,pizza,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)"
1206112,8153,16400,pizza hut,765 e gun hill rd,10467,pizza,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen
1206138,8153,11949,pizza hut,765 e gun hill rd,10467,pizza,marconi's pizza,179 e gun hill rd,10467,pizza/italian
1206145,8153,13295,pizza hut,765 e gun hill rd,10467,pizza,ming liang kitchen,236 e gun hill rd,10467,chinese
1206697,8163,11893,caridad restaurant,"135 w kingsbridge rd, ,",10468,latin american spanish,caridad restaurant,135 w kingsbridge rd,10468,"latin (cuban, dominican, puerto rican, south & central american)"
1207735,8184,13854,jerome pizza,"21 bedford park blvd e, ,",10468,pizza,jerome's pizza & pasta,21 east bedford park boulevard e,10468,pizza
1207812,8185,1709,mirador,"44 w kingsbridge rd, ,",10468,spanish,mirador restaurant,44 w kingsbridge rd,10468,"latin (cuban, dominican, puerto rican, south & central american)"
1208284,8195,22930,celia's restaurant bar & grill,"138 w fordham rd, ,",10468,lounges dominican,celia's restaurant,138 w fordham rd,10468,"latin (cuban, dominican, puerto rican, south & central american)"
1208462,8198,1709,casa perez,"44 w kingsbridge rd, ,",10468,caribbean breakfast & brunch,mirador restaurant,44 w kingsbridge rd,10468,"latin (cuban, dominican, puerto rican, south & central american)"
1208817,8204,16158,number 8 chinese restaurant,"176 w fordham rd, ,",10468,chinese,new no.8 chinese restaurant,176 w fordham rd,10468,chinese
1209283,8211,23441,number one restaurant,"64 w kingsbridge rd, ,",10468,cantonese,new no. 1 china wok,64 w kingsbridge rd,10468,chinese
1210150,8227,11440,king's pizza,"131 w kingsbridge rd, ,",10468,pizza,kings pizza,131 w kingsbridge rd,10468,pizza
1210371,8230,4089,joey pepperoni's pizza,"114 e fordham rd, ,",10468,pizza,joey pepperoni's pizza,114 e fordham rd,10468,pizza
1210516,8233,5693,lucky star,"145 w kingsbridge rd, ,",10468,chinese,lucky star,145 w kingsbridge rd,10468,chinese
1211030,8242,15331,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,kennedy fried chicken,1359 e gun hill rd,10469,american
1211032,8242,13604,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1211035,8242,366,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1211036,8242,3246,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,central caribbean bakery,1322 e gun hill rd,10469,bakery
1211038,8242,1343,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,your daley bread,1303 e gun hill rd,10469,caribbean
1211045,8242,6722,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1211053,8242,12869,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,ultimate grill,1343 e gun hill rd,10469,caribbean
1211057,8242,21868,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1211072,8242,6809,7 spices carribean restaurant,"906 e gun hill rd, ,",10469,caribbean,876 bar lounge,1320 e gun hill rd,10469,american
1211095,8243,15331,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,kennedy fried chicken,1359 e gun hill rd,10469,american
1211097,8243,13604,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1211100,8243,366,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1211101,8243,3246,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,central caribbean bakery,1322 e gun hill rd,10469,bakery
1211103,8243,1343,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,your daley bread,1303 e gun hill rd,10469,caribbean
1211110,8243,6722,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1211118,8243,12869,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,ultimate grill,1343 e gun hill rd,10469,caribbean
1211122,8243,21868,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1211137,8243,6809,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,876 bar lounge,1320 e gun hill rd,10469,american
1211290,8246,15331,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,kennedy fried chicken,1359 e gun hill rd,10469,american
1211292,8246,13604,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1211295,8246,366,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1211296,8246,3246,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,central caribbean bakery,1322 e gun hill rd,10469,bakery
1211298,8246,1343,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,your daley bread,1303 e gun hill rd,10469,caribbean
1211305,8246,6722,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1211313,8246,12869,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,ultimate grill,1343 e gun hill rd,10469,caribbean
1211317,8246,21868,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1211332,8246,6809,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,876 bar lounge,1320 e gun hill rd,10469,american
1211615,8252,15331,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,kennedy fried chicken,1359 e gun hill rd,10469,american
1211617,8252,13604,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1211620,8252,366,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1211621,8252,3246,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,central caribbean bakery,1322 e gun hill rd,10469,bakery
1211623,8252,1343,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,your daley bread,1303 e gun hill rd,10469,caribbean
1211630,8252,6722,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1211638,8252,12869,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,ultimate grill,1343 e gun hill rd,10469,caribbean
1211642,8252,21868,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1211657,8252,6809,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,876 bar lounge,1320 e gun hill rd,10469,american
1211745,8254,15331,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,kennedy fried chicken,1359 e gun hill rd,10469,american
1211747,8254,13604,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1211750,8254,366,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1211751,8254,3246,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,central caribbean bakery,1322 e gun hill rd,10469,bakery
1211753,8254,1343,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,your daley bread,1303 e gun hill rd,10469,caribbean
1211760,8254,6722,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1211768,8254,12869,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,ultimate grill,1343 e gun hill rd,10469,caribbean
1211772,8254,21868,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1211787,8254,6809,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,876 bar lounge,1320 e gun hill rd,10469,american
1212149,8260,8276,tgi fridays,"51780 east gun hill rd, ,",10469,american (traditional),constant spring restaurant,1344 east gun hill rd,10469,caribbean
1212395,8265,15331,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),kennedy fried chicken,1359 e gun hill rd,10469,american
1212397,8265,13604,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),jes distinctive catering,1438 e gun hill rd,10469,caribbean
1212400,8265,366,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1212401,8265,3246,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),central caribbean bakery,1322 e gun hill rd,10469,bakery
1212403,8265,1343,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),your daley bread,1303 e gun hill rd,10469,caribbean
1212410,8265,6722,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1212418,8265,12869,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),ultimate grill,1343 e gun hill rd,10469,caribbean
1212422,8265,21868,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),m and c foodz to go,1322a e gun hill rd,10469,caribbean
1212437,8265,6809,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),876 bar lounge,1320 e gun hill rd,10469,american
1212460,8266,15331,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,kennedy fried chicken,1359 e gun hill rd,10469,american
1212462,8266,13604,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1212465,8266,366,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1212466,8266,3246,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,central caribbean bakery,1322 e gun hill rd,10469,bakery
1212468,8266,1343,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,your daley bread,1303 e gun hill rd,10469,caribbean
1212475,8266,6722,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,olive's homespice cuisine,1062 e gun hill rd,10469,caribbean
1212483,8266,12869,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ultimate grill,1343 e gun hill rd,10469,caribbean
1212487,8266,21868,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,m and c foodz to go,1322a e gun hill rd,10469,caribbean
1212502,8266,6809,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,876 bar lounge,1320 e gun hill rd,10469,american
1212525,8267,15331,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,kennedy fried chicken,1359 e gun hill rd,10469,american
1212527,8267,13604,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,jes distinctive catering,1438 e gun hill rd,10469,caribbean
1212530,8267,366,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,ethics bar & lounge,1246 e gun hill rd,10469,caribbean
1212531,8267,3246,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,central caribbean bakery,1322 e gun hill rd,10469,bakery
