name,address,zipcode,cuisine
Green House Restaurant,"90 Church Ave, ,",11218,Bangladeshi Indian
Rio Kosher cafe,"3715 14th Ave, ,",11218,Convenience Stores Kosher
Euphoria Restaurant,"4210 18th Ave, ,",11218,Restaurants
Madina Restaurant & Sweets,"563 Coney Island Ave, ,",11218,Indian Pakistani Bangladeshi
Yi Min Kitchen,"3821 Ft Hamilton Pkwy, ,",11218,Chinese
Naim Kosher Pizza,"3904 15th Avenue, ,",11218,Pizza
New Blondie,"607 Greenwood Ave, ,",11218,Breakfast & Brunch Sandwiches
Zion Kosher Market,"3802 13th Ave,",11218,Grocery Kosher
Chino Corner Deli,"2923 Fort Hamilton Pkwy, ,",11218,Delis Sandwiches
Bene Restaurant & Pizzeria,"157 Prospect Park SW, ,",11218,Pizza
Taqueria Gonzalez,"830 Coney Island Ave, ,",11218,Mexican
Little Bandgladesh Restaurant,"483 McDonald Avenue, ,",11218,Restaurants
Table 40,"4001 13th Ave,",11218,Cafes Pizza
Kohinoor Restaurant,"413 Cortelyou Rd,",11218,Indian Bangladeshi Pakistani
Carlito's Natural Juices,"356 E 2nd St, ,",11218,Cafes Juice Bars & Smoothies
Emir Palace,"4210 18th Ave,",11218,Russian Uzbek Middle Eastern
Gonzalez Mexican Restaurant,"830 Coney Island Ave, ,",11218,Mexican
Mr Tong Restaurant,"2926 Fort Hamilton Pkwy, ,",11218,Chinese
Dunkin' Donuts,"418 Coney Island Ave, ,",11218,Donuts Coffee & Tea Breakfast & Brunch
Brancaccio's Food Shop,"3011 Fort Hamilton Pkwy, ,",11218,Specialty Food
Beverley Pizzeria & Cafe,"358 E 2nd St, ,",11218,Cafes Italian Pizza
Variedad dos Productos Mexicanos,"1105 Church Ave, ,",11218,Mexican Convenience Stores
Suganda Restaurant,"477 McDonald Avenue, ,",11218,Indian
Gyro King,"739 Coney Island Ave, ,",11218,Middle Eastern
Yen Yen Restaurant,"404 Church Ave, ,",11218,Chinese
No 1 Chinese Restaurant,"1125 Church Ave, ,",11218,Chinese
403 Restaurant,"403 Church Ave, ,",11218,Mexican Chinese
Burger King,"3301 Fort Hamilton Pkwy, ,",11218,Burgers Fast Food
D&E Deli,"696 Coney Island Ave, ,",11218,Delis Mexican
Shandar Sweet & Restaurant,"679 Coney Island Ave, ,",11218,Indian
Korner Pizza,"226 Church Ave, ,",11218,Pizza
Golden China 8,"741 Church Ave, ,",11218,Chinese
China Dragon,"4320 18th Avenue, ,",11218,Cantonese
Bistro On The Park,1235 Prospect Ave,11218,Italian
Shandar Grill,"816 Coney Island Ave, ,",11218,Indian
Greenwood Deli & Grocery,"326 Greenwood Ave, ,",11218,Grocery Delis
KFC,"534 Coney Island Avenue, ,",11218,Chicken Wings Fast Food
Jr. Bella's Pizza & Pasta,"760 Coney Island Ave, ,",11218,Pizza
Tandoori Hut Restaurant,"413 Cortelyou Rd, ,",11218,Indian Pakistani
Brooklyn Banya Russian Bathouse and Spa,"602 Coney Island Ave, ,",11218,Day Spas
Meze,"6601 13th Ave, ,",11219,Greek Mediterranean Seafood
Dream Eatery,"6712 Fort Hamilton Pkwy,",11219,Sushi Bars Ramen
Mama Rao Cucina Italiana,"6408 11th Avenue, ,",11219,Italian
Parc Oasis,"6403 11th Ave,",11219,Desserts Seafood Wine Bars
Good Harvest,"6324 Fort Hamilton Pkwy,",11219,Chinese Hot Pot
Taquitos Mexico,"6720 14 Ave, ,",11219,Mexican
J & K King,"6732 13th Ave,",11219,Chinese
Paradise Restaurant,"4904 Fort Hamilton Pkwy,",11219,Indian Pakistani Bangladeshi
Hangout 58 Hot Pot Grill & Bar,"5816 Fort Hamilton Pkwy, ,",11219,Barbeque Hot Pot Dim Sum
Tengu Sushi & Noodle House,"5920 Fort Hamilton Pkwy, ,",11219,Sushi Bars Noodles
Noribar,5401 13th Ave,11219,Sushi Bars
Sabor Andino,"6314 14th Ave, ,",11219,Spanish
Orchidea,"4815 12th Ave, ,",11219,Kosher American (New)
Big Red Lantern,"5701 Fort Hamilton Parkway, ,",11219,Restaurants
Daniela's Cafe,"3901 New Utrecht Ave, ,",11219,Latin American Cafes Juice Bars & Smoothies
Asia Restaurant,"4813 New Utrecht Ave, ,",11219,Russian Steakhouses
White Castle,"42-02 Fort Hamilton Pkwy, ,",11219,Fast Food Burgers
D&D Coffee Shop,"4508 Fort Hamilton Pkwy,",11219,American (New) Diners Breakfast & Brunch
Galicja Deli,"5810 New Utrecht Avenue, ,",11219,Delis Sandwiches
Shogun Sushi,"6201 11th Ave, ,",11219,Japanese Sushi Bars Buffets
Vostok,"5507 13th Ave, ,",11219,Delis Russian Kosher
3 In 1 Kitchen,"4902 Fort Hamilton Pkwy, ,",11219,Sandwiches
King's Kitchen,"6005 Fort Hamilton Pkwy, ,",11219,Chinese
Dips,"5315 13th Ave, ,",11219,Salad Sandwiches Steakhouses
Bleu Fine Dairy Dining and Bar,"4905 13th Ave,",11219,Kosher Juice Bars & Smoothies Pizza
Spoons Cafe,"5001 13th Ave, ,",11219,Kosher Cafes
D. Coluccio & Sons,"1214-20 60th St, ,",11219,Grocery Cheese Shops Italian
Yi Cafe,"6415 11 Ave, ,",11219,Chinese
Zoom Food Station,"4302 fort hamilton pkwy,",11219,Coffee & Tea Fast Food Sandwiches
New Lucky Chinese Restaurant,"6619 Fort Hamilton Pkwy,",11219,Cantonese
China Royal,"1377 65th St, ,",11219,Chinese
Jentana Pizza Restaurant,"5102 Fort Hamilton Pkwy, ,",11219,Pizza
La Sorrentina Ristorante,"6522 11th Ave, ,",11219,Italian
Jimmy's Deli & Grill,"4922 Fort Hamilton Pkwy, ,",11219,American (Traditional) Juice Bars & Smoothies Sandwiches
Rubin Grocery,"4410 15th Ave, ,",11219,Grocery Kosher
Sol De Quito Restaurant II,"4417 New Utrecht Ave, ,",11219,Spanish
Nu Cafe 47,"4709 New Utrecht Ave, ,",11219,Kosher Gluten-Free
Urbana,"1305 53rd St,",11219,Kosher Pizza Salad
A & J Pizzeria,"4412 Fort Hamilton Pkwy, ,",11219,Pizza
1982 Coffee Roasters,"5405 13th Ave, ,",11219,Cafes Coffee & Tea Kosher
Best Coffee Shop,"4410 Fort Hamilton Pkwy, ,",11219,Donuts Sandwiches Breakfast & Brunch
L & S Bakery,"6302 New Utrecht Avenue, ,",11219,Restaurants
Sushi Meshuna,"5115 13th Ave, ,",11219,Sushi Bars Japanese Kosher
Mi Pequeno Ranchito Restaurant,"4614 New Utrecht Ave, ,",11219,Mexican
Mario's Pizza,"6424 14th Ave, ,",11219,Pizza
Hot Bagels,"4807 13th Ave, ,",11219,Bagels Bakeries Sandwiches
Great Wall Chinese Take-Out Restaurant,"6820 Fort Hamilton Pkwy, ,",11219,Chinese
Deli 52,"5120 13th Ave, ,",11219,Salad Chicken Wings Kosher
New China,"6218 11th Ave, ,",11219,Chinese
La Strada,"5023 10th Ave, ,",11219,Pizza Salad
Chef-Ah Glatt,"4810 13th Avenue, ,",11219,Sandwiches Delis Caterers
Golden Dragon,"4413 New Utrecht Avenue, ,",11219,Chinese
Famous Hot Pot Buffet,"5902 Fort Hamilton Pkwy, ,",11219,Chinese Hot Pot Imported Food
International American Mexican Restaurant,"4521 Fort Hamilton Pkwy, ,",11219,Mexican
Freund's Sushi Grill,"4305 15th Ave, ,",11219,American (Traditional) Sushi Bars Sandwiches
Burger King,"6413 14th Avenue, ,",11219,Fast Food Coffee & Tea Burgers
Gobo's,"5421 New Utrecht Ave, ,",11219,Donuts Kosher Bagels
Luzee's,5421 New Utrecht Ave,11219,Delis Kosher
J & J Hot Food And Salad,4916 Fort Hamilton Pkwy,11219,Salad Delis Sandwiches
Rakuzen AYCE Sushi,"6408 Fort Hamilton Pkwy,",11219,Sushi Bars Asian Fusion
Crown Kosher Caterers,"4909 13th Avenue, ,",11219,Restaurants
La Sorrentina Pizzeria,"6510 11th Ave, ,",11219,Pizza Italian
China King Restaurant,"6805 New Utrecht Ave, ,",11219,Chinese Seafood Soup
Meal Mart,"4621 13th Avenue, ,",11219,Kosher
Kerekes Bakery & Restaurant Equipment,"6103 15th Ave, ,",11219,Shopping
Milk N Honey,"5013 10th Avenue, ,",11219,Kosher
Kaff's Bakery,"4518 Fort Hamilton Pkwy, ,",11219,Bakeries Kosher
David's Pizza,"6305 Fort Hamilton Parkway, ,",11219,Pizza
Tuzi Cafe,"6818 New Utrecht Ave, ,",11219,Cafes
Candy Man,"4702 13th Ave, ,",11219,Candy Stores Kosher
Rex Manor Catering Hall,"1100 60th St, ,",11219,Restaurants Caterers Venues & Event Spaces
Bartek Deli,"4602 New Utrecht, ,",11219,Delis
Progreso,"5303 Fort Hamilton Pkwy, ,",11219,Latin American Honduran
Sub Express,"5219 13th Ave, ,",11219,Chinese Mexican Kosher
Bagels 'N Greens,"5113 13 Ave, ,",11219,Coffee & Tea Kosher Bagels
China Glatt,"4413 13th Ave, ,",11219,Chinese Kosher Sushi Bars
Benny's Famous Pizza,"4514 13th Ave, ,",11219,Pizza
Pizza Royale,"6718 Fort Hamilton Pkwy, ,",11219,Pizza Italian
Tapatio Restaurant,"5303 Ft. Hamilton Pkwy, ,",11219,Mexican
China Xing Restaurant,"4419 New Utrecht Avenue, ,",11219,Chinese
Puerta Del Sol,"1550 Bay Ridge Ave, ,",11219,Mexican Salvadoran
Plus Deli Grocery,"4103 Fort Hamilton Pkwy, ,",11219,Delis Sandwiches
Amnon's Kosher Pizza,"4814 13th Ave, ,",11219,Pizza Kosher
Yun Nan Flavor Garden,"5121 8th Ave, ,",11220,Chinese
Hot Space,"774 51th St,",11220,Szechuan
Laojie Hotpot,"811 53rd St,",11220,Hot Pot
Prince Tea House,"6122 7th Ave, ,",11220,Desserts Tea Rooms Sandwiches
Tacos Matamoros,"4503 5th Ave, ,",11220,Mexican
Viiza,"5401 8th Ave, ,",11220,Pizza
Kai Feng Fu,"4801 8th Ave, ,",11220,Chinese
East Harbor Seafood Palace,"714 65th St, ,",11220,Dim Sum Cantonese Seafood
Wong Good Hand Pull Noodle,"5924 8th Ave, ,",11220,Chinese Noodles
Simon's BBQ II,"5224 8th Ave, ,",11220,Chinese Barbeque
Chi Ken,"5401 8 Avenue, ,",11220,Taiwanese Chicken Shop
Snow & Cream,"6116 7th Ave, Fl 1,",11220,Cafes Ice Cream & Frozen Yogurt Poke
Thanh Da,"6008 7th Ave, ,",11220,Vietnamese
Sushi Factory,"772 49th St,",11220,Japanese Sushi Bars
Mister Hotpot,"5306 8th Ave, ,",11220,Chinese Hot Pot
Pete's Brooklyn Eats,"Brooklyn Army Terminal, 140 58th St,",11220,Italian
Taiwan Station,"5510 7th Avenue, ,",11220,Taiwanese Bubble Tea
Formosa Cafe,"5323 7th Ave, ,",11220,Bubble Tea Specialty Food Cafes
Lian Sheng Restaurant,"5722b 8th Ave, ,",11220,Cafes Cantonese Bubble Tea
Cafe Lore,"4601 4th Ave, ,",11220,Cafes Italian
Little Lamb,"5216 8th Ave, ,",11220,Mongolian Hot Pot Barbeque
Simon's BBQ,"4823 8th Ave 1R, ,",11220,Barbeque Chinese
Tokyo Ya,"5603 7th Ave, ,",11220,Ramen Sushi Bars
Beef & Fish,"5210 7th Ave, Ground Fl",11220,Seafood Chinese
99 Favor Taste,"732 61st St, ,",11220,Hot Pot Barbeque
Good Brothers of Brooklyn,"6102 7th Ave,",11220,Szechuan
Gourmet Fit,"6819 3rd Ave, ,",11220,American (New) Breakfast & Brunch Wine Bars
Tacos Los Poblanos,"5320 5th Ave, ,",11220,Mexican Food Stands
The Gulf Coast,"310 Bay Ridge Ave, ,",11220,Caribbean Barbeque Cajun/Creole
Hong Kong Boy,"6201 8th ave, ,",11220,Chinese
Fu Shen Restaurant Inc,"6003 7th Ave, ,",11220,Taiwanese
Tacos El Bronco,"4324 4th Ave, ,",11220,Mexican Seafood Cocktail Bars
Korean House,"763 61st St,",11220,Korean
Cafe 58,"169 58th St, ,",11220,Pizza Breakfast & Brunch American (Traditional)
Redang Island,"5112 8th Ave, ,",11220,Malaysian
Wei Mei Xian,705 60th St,11220,Chinese
He Yi Xiaochi Inc,"5301 8th Ave, ,",11220,Chinese
Jing Way,"706 60th St, ,",11220,Szechuan
Mr Q's Noodle,"5302A 8th Ave, ,",11220,Noodles
Spartan Souvlaki,"6820 8th Ave, ,",11220,Greek Mediterranean
Rich Village Restaurant,6009 7th Ave,11220,Cantonese
Lucky Eight,"5204 8th Ave,",11220,Cantonese Barbeque
Jalapeños,"5714 5th Ave, ,",11220,Mexican
Boat Haus,"4807 8th Ave, ,",11220,Seafood Cajun/Creole
Hot Pot 828,"828 64th St, ,",11220,Hot Pot Chinese Seafood
King's Kitchen,"5223 8th Ave, ,",11220,Breakfast & Brunch Cantonese
Shanghai Family Dumpling,"6301 8th Ave, ,",11220,Shanghainese
Alimentos Saludables,"5919 4th Ave, ,",11220,Mexican
Nyonya,"5323 8th Ave, ,",11220,Malaysian
8th Ave Noodles,"5017 8th Ave, ,",11220,Chinese Noodles
6321 Yuan Bao,"6321 8th Ave, ,",11220,Chinese
Ocean Chinese Restaurant,"6909-6911 8th Ave, ,",11220,Dim Sum Cantonese
Bay Thai,"6735 3rd Ave, ,",11220,Thai
Maikley Cafe,"5819 8th Ave, ,",11220,Noodles
New Belacan Restaurant,"5918 8th Ave, ,",11220,Malaysian
Wong Wong Noodle Shop,"5410 8th Ave, ,",11220,Chinese Noodles
Lucky Vegetarian,"5101 8th Ave, ,",11220,Vegetarian
Moon & Flower House,"5912 7th Ave, ,",11220,Coffee & Tea Bakeries Chinese
La Brasa Peruana,4618 5th Ave,11220,Peruvian
Thanh Da II,"5624 8th Ave, ,",11220,Vietnamese Sandwiches
Lou De Fong/老 地 方,"773 51st St,",11220,Chinese
J-petal Crepe & Thai ice cream,"4715 8th Ave,",11220,Desserts Ice Cream & Frozen Yogurt Creperies
New Star,"6022 8th Ave, ,",11220,Dim Sum Seafood
Daizen,"768 57th St,",11220,Japanese Buffets
The Mug Cafe,"5811 4th Ave, ,",11220,Coffee & Tea Bagels Pizza
La Huang Chao,"5609 7th Ave,",11220,Chinese
Xin Fa Bakery,"5617 8th Ave, ,",11220,Bakeries Chinese
Fu Mun Lou,"5405 8th Ave, ,",11220,Chinese
Restaurant On 58 St,"773 58th St, ,",11220,Chinese
Savoy 4 Bakery,"4501 4th Ave, ,",11220,Bakeries Coffee & Tea Chinese
Ricos Tacos,"505 51st St, ,",11220,Mexican
Gia Lam II,"5414 8th Ave, ,",11220,Vietnamese
Lanzhou Hand Pull Noodle,"5924 8th Ave, ,",11220,Chinese Noodles
New Mex Deli & Grocery,"5914 5th Ave, ,",11220,Mexican
Full Doe,"5905 4th Ave, ,",11220,Bakeries Chinese Coffee & Tea
Coszcal De Allende,"6824 3rd Ave,",11220,Mexican Tex-Mex
Taste of Guilin,"6307 8th Ave,",11220,Chinese
Liu Liu Seafood Restaraunt,"4508 8 Ave, ,",11220,Chinese Seafood
Mai Thai Thai Kitchen,"4618 8th Ave, ,",11220,Thai
New Tung Hing Restaurant,"5224 4th Ave, ,",11220,Chinese
Emphasis,"6822 4th Ave, ,",11220,Diners
Castillo de Jagua Deli-Restaurant,"6811 4th Ave, ,",11220,Latin American
Wan Zhong Wang,"773 60th St,",11220,Chinese
Casa Vieja,"6007 5th Ave, ,",11220,Mexican
Simons BBQ Cart,"4823 48th Street, ,",11220,Food Stands Barbeque
369 BBQ,"61st St & 8th Ave, ,",11220,Food Trucks Chinese
Gia Lam,"4810 8th Ave, ,",11220,Vietnamese
International Restaurant,"4408 5th Ave, ,",11220,Latin American Dominican Cuban
La Carreta Restaurant,"407 51st St, ,",11220,Latin American Seafood
BorinQuenya Restaurant,"5505 4th Ave,",11220,American (Traditional) Delis
Golden Imperial Palace,"618 62nd St, ,",11220,Dim Sum Cantonese Seafood
Laoma Ma Latang,"6301 8th Ave, ,",11220,Szechuan
Yummy Yami,"782 47th St,",11220,Seafood Chinese
Crab 763,"763 61st St, ,",11220,Chinese Seafood
Bistro 54,"5414 2nd Ave, ,",11220,Tex-Mex Greek American (Traditional)
Mister Bo Ky,"6303 8AVE, ,",11220,Vietnamese Chinese
Deli Cafe,"5416 2nd Avenue, ,",11220,Restaurants
Top One,"5805 8th Avenue, ,",11220,Chinese
La Nueva Ceniza,"4820 4th Ave, ,",11220,Spanish
Apresunday,"5609 7th Ave, ,",11220,Barbeque
City Cafe,"5603 8th Ave, ,",11220,Chinese
Wang Chunju Seafood Restaurant,"5609 8th Avenue, ,",11220,Chinese Seafood
Busso's On the Pier,"140 58th St,",11220,Barbeque
Funny BBQ,"818 54th St, ,",11220,Barbeque Chinese
Pickles & Olives,5601 2nd Ave,11220,Sandwiches
Dollar and Up Menu,"4602 8th Avenue, ,",11220,American (Traditional)
T Baar,"4823 8th Ave, ,",11220,Taiwanese Coffee & Tea Juice Bars & Smoothies
Pollo Campero,"4518 Fifth Ave, ,",11220,Fast Food Latin American Chicken Shop
Mi Castillo Ecuatoriano,"4316 Fourth Ave, ,",11220,Latin American
Tulcingo Deli VI,"5520 5th Ave, ,",11220,Delis
Bamboo Garden,"6409 8th Ave, ,",11220,Dim Sum Cantonese
Lucky Zhang's Family,"5622 8th Ave, ,",11220,Chinese
The Palace Buffet & Grill,"230 Bay Ridge Ave,",11220,Buffets American (Traditional)
Seafood Hot Pot Buffet,"5915 7th Ave, ,",11220,Seafood Hot Pot
BBQ Kabob Cart,"Corner of 61st St & 8th Ave, ,",11220,Chinese Street Vendors
Kennedy Fried Chicken,"5424 7 Ave, ,",11220,Chicken Wings
Teriyaki Japan Express Grill,"6814 4th Ave, ,",11220,Japanese Noodles Soup
Park Asia,"6521 8th Ave, ,",11220,Dim Sum Cantonese Wedding Chapels
Shall We Eat,"6301 8th Ave, ,",11220,Chinese
Hui Wei Restaurant,"706 56th St, ,",11220,Chinese
Meena House Cafe,"476 Bay Ridge Ave, ,",11220,Cafes Egyptian
Jin Jin Restaurant,"5016 8th Ave, ,",11220,Chinese
Palacio Chino,"5621 5th Ave, ,",11220,Chinese Latin American
KFC,"5219-5233 Fifth Avenue, ,",11220,Chicken Wings Fast Food
Delicias Tajadas,"241 Bay Ridge Ave, ,",11220,Colombian Bakeries Breakfast & Brunch
Fei Long Supermarket Food Court,"6301 8th Ave, ,",11220,Food Stands
Toyama Cuisine,"6001 7th Ave, ,",11220,Japanese
Pacificana,"813 55th St, ,",11220,Dim Sum Cantonese
Casa Pepe,"114 Bay Ridge Ave, ,",11220,Spanish Mexican
Kulu Desserts,"806 62nd St, ,",11220,Desserts Asian Fusion
Oriental Garden Restaurant,"5216 8 Ave, ,",11220,Chinese
Gourmet Maylin,"6124 7th Ave, ,",11220,Chinese
Johnny's Pizzeria,"5806 5th Ave, ,",11220,Pizza Italian
Bubble Bee Cafe,"5719 4th Ave, ,",11220,Vietnamese Juice Bars & Smoothies Sandwiches
Peng Shun,"6301 8th Ave, Ste 9,",11220,Szechuan
Mr Q BBQ Grill,"806 56th St,",11220,Chinese Fast Food Barbeque
Tacos El Rancho,"4401 5th Ave, ,",11220,Mexican Food Stands
Sunset Bagel,"5309 4th Ave, ,",11220,Bagels Coffee & Tea Sandwiches
New Saigon,"5906 8th Ave, ,",11220,Vietnamese Hot Pot Sandwiches
Koong Wing Restaurant,"6011 4th Ave, ,",11220,Chinese
8 Avenue Seafood Restaurant,"4418 8th Ave, ,",11220,Dim Sum Seafood Cantonese
8th Garden,"5805 8th Avenue, ,",11220,Cantonese
Sunset Bagels,"4903 5th Ave, ,",11220,Delis Bagels Sandwiches
Circles Cafe,"310 Bay Ridge Ave, ,",11220,American (New) Sandwiches
El Arco,"5717 5th Ave,",11220,Mexican
Los Compadres Restaurant,"5502 3rd Ave, ,",11220,Salvadoran
Siwa Grill,"6917 5th Ave, ,",11220,Middle Eastern Halal
801 Uncle Wang Chinese Food Corp,"801 58th St, ,",11220,Food Chinese
Daky Restaurant,", 4618 8th Ave,",11220,Chinese
Baidar Cafe,"6810 3rd Ave,",11220,Hookah Bars Mediterranean Cafes
Bay Sushi,"29 Bay Ridge Ave, ,",11220,Sushi Bars Japanese
Famous Gourmet,"4415 4th Ave, ,",11220,Chinese Mexican
Lang Qi,"5701 7th Ave, ,",11220,Chinese
Yafa Newsstand & Deli,"4423 4th Ave, ,",11220,Delis
Bahry Fish Market and Restaurant,"484 Bayridge Ave, ,",11220,Seafood Mediterranean
Hob Boh Kitchen,"4503 8th Ave, ,",11220,Chinese
Dominick's Pizzeria,"4901 8th Ave, ,",11220,Pizza
Sosas Deli & Grill,"4623 7th Ave, ,",11220,Delis
George's Restaurant,"5701 5th Ave, ,",11220,Diners
Sunstone Tortillas Express Restaurant,"5411 5th Ave, ,",11220,Mexican Food
La Guera,"4603 5th Ave, ,",11220,Mexican
El Pesao Sason Restaurant,"4408 3rd Ave, ,",11220,Spanish
Candelas BK Restaurant,"4413 4th Ave, ,",11220,Bars Latin American
Everett C & C,"5721 8th Ave, ,",11220,Chinese
Indian Food & Falafel,"6742 5th Ave, ,",11220,Indian Falafel
H858,"5819 8th Ave, ,",11220,Chinese
Tequilitas Restaurant,"5213 4th Avenue, ,",11220,Mexican
Isabela Mexican Restaurant,"4412 4th Ave, ,",11220,Mexican
Xochil Pizzeria,"4613 5th Ave, ,",11220,Pizza
Tacos Tijuana B.C,"5807 5th Ave, ,",11220,Mexican
El Nuevo Yayo Restaurant,"5823 4th Ave, ,",11220,Latin American
Super Lucky,"6022 8th Ave,",11220,Dim Sum
Corona Restaurant,"5421 5th Ave, ,",11220,Chinese Latin American
Famous Yemen Sweets,"6708 5th Ave, ,",11220,Bakeries Middle Eastern Desserts
Lucky Happy,"5602 7th Ave, ,",11220,Chinese
Sabor Private Kitchen,"4508 8th Ave, ,",11220,American (New) Food Delivery Services
Long River,"6104 5th Ave, ,",11220,Chinese
C & l of East Ocean Restaurant,"5304 8th Ave, Apt 2 R,",11220,Chinese
Popeyes,"6013 7th Ave, ,",11220,Fast Food Chicken Wings
La Havana Restaurant,"5219 4th Ave, ,",11220,Latin American
18 Chinese Cuisine,"4418 8th Ave, ,",11220,Chinese
Famous Cuisine,"4606 8th Ave, ,",11220,Chinese
Taste of China,"5705 5th Ave, ,",11220,Chinese
Mr Julio's Restaurant,"5502 3rd Ave, ,",11220,Cuban
Sazon Tropical Restaurant Pizzeria,"5616 5th Ave, ,",11220,Spanish Pizza
Tacos California,"4616 5th Ave, ,",11220,Mexican
Hong Kong Dim Sum,"777 60th Street, ,",11220,Chinese
Subway,5601 5th Ave,11220,Fast Food Sandwiches
Hot Wok,"119 Bay Ridge Ave, ,",11220,Chinese
Xin Xiang,"4619 8th Ave, ,",11220,Restaurants
Piaxtla Es Mexico Deli,"505 51st St, ,",11220,Mexican
Tulcingo Deli Vl,"5520 5th Ave, ,",11220,Mexican
Eastern Ocean One,"769 57th St, ,",11220,Chinese
Subway,"6801 4th Ave, ,",11220,Sandwiches Fast Food
Mr Q's Gourmet,"5824 8th Ave, ,",11220,Asian Fusion
Bari Sandwich Shop,"135 58th St, ,",11220,Delis Sandwiches
Laisla Restaurants,"4920 5th Ave, ,",11220,Latin American
Rice Roll Crepe Cart,"56th St 8th Ave, ,",11220,Creperies
Zheng Yuan Bao Gourmet,"508 57 St, ,",11220,Chinese
Sunset Coffee Shop,"5416 2nd Ave,",11220,Cafes
John Restaurant,"5603 5th Ave, ,",11220,Restaurants
Charlie's Pizzeria,"4910 5th Ave, ,",11220,Pizza
yummy chummy,"6301 8th Ave, Ste 2",11220,Cantonese
Ho Jing Restaurant,"5816 8th Ave, ,",11220,Chinese
La Parada 2,"5911 4th Ave, ,",11220,Latin American
Dragon Bay Bakery,"5711 8th Ave, ,",11220,Chinese Bakeries
Patel Grocery,"5303 4th Ave, ,",11220,Grocery Indian
C&L East Ocean Restaurant,"5394 8th Ave, ,",11220,Chinese
China One Restaurant,"4503 8th Ave, ,",11220,Chinese
Stop 1 Deli,"5824 5th Ave, ,",11220,Delis Convenience Stores
Widdi Catering Hall,"5602 6th Ave, ,",11220,Middle Eastern
El Buen Gusto,"5201 4th Ave, ,",11220,Mexican Latin American
Karen Deli Grocery,"6116 5th Ave, ,",11220,Mexican Grocery
Breeze Cafe,"5613 4th Ave, ,",11220,Coffee & Tea Ice Cream & Frozen Yogurt
Luigi's Pizza,"4704 5th Ave,",11220,Pizza Italian
Floridita,"4523 5th Ave, ,",11220,Latin American
Halal Tiger Cart,"49th and 6th, ,",11220,Middle Eastern Food Stands
Lotus Leaf Rice,"6201 8th Ave, ,",11220,Dim Sum
Royal Kings Pizza,"5211 5th Ave, ,",11220,Pizza Salad Chicken Wings
Ohiyo I-Cafe,"4817 8th Avenue, ,",11220,Restaurants
Tasty Dumpling,"5216 8th Ave, ,",11220,Dim Sum Asian Fusion
Original Pizza,"6823 4th Ave, ,",11220,Pizza
Gobuki Food Cart,"Ubs Bldg, 52nd St and 6th Ave,",11220,Food Stands
Lai's Garden Restaurant,"4418 8th Ave, ,",11220,Chinese
My Coral Restaurant,"5401 4th Ave, ,",11220,Dominican Seafood Sandwiches
Simon's BBQ,"4901 8th Ave, ,",11220,Barbeque
Taqueria La Paz,"4501 5th Ave, ,",11220,Mexican
El Bohemio Jarocho,"5507 5th Ave, ,",11220,Mexican
Subway,"5817 4th Ave, ,",11220,Fast Food Sandwiches
Bay Ridge Cafe,"6802 4th Ave, ,",11220,Hookah Bars Middle Eastern
Las Conchitas Bakery,"4811 5th Ave, ,",11220,Bakeries Mexican
Panaderia Mi Mexico Pequeño,"4513 5th Ave, ,",11220,Bakeries Food Stands Mexican
Paz Pizza & Restaurant,4704 3rd Ave,11220,Pizza
Linda's Mini Kitchen,"5806 8th Ave, ,",11220,Street Vendors Chinese
Fu Lin Kwok,"4619 8th Avenue, ,",11220,Chinese
HK Style Bbq,"61ST St,",11220,Food Trucks Barbeque
Don Paco Lopez Panaderia,"4703 4th Ave, ,",11220,Bakeries Mexican
XSG Dumpling House,"5301 Eighth Ave, ,",11220,Chinese
La Isla Cuchifrito Restaurant,"4920 5th Ave, ,",11220,Latin American
Famous Rotisserie Grill & Tex Mex Grill,4415 4th Ave,11220,Chinese Mexican
Taco Cart,"Luis Muoz Marin Elementary School Playground, corner of 4th Ave and 60th,",11220,Food Stands Mexican
Penguin Bros Steamed Rice Noodle Cart,"6015 8th Ave,",11220,Noodles
DM Tea,"Fei Long Supermarket Food Court, 6301 8th Ave,",11220,Chinese
Great Wall,"4918 8th Ave, ,",11220,Chinese
Papa John's Pizza,"5804 5th Ave., ,",11220,Pizza
Pete's Place,"5620 1st Avenue, ,",11220,Pizza
Podlasie Market,"4722 8th Ave, ,",11220,Delis
Tacos El Bronquito,"405 45th St,",11220,Mexican
Castillo Restaurant,"4606 5th Avenue, ,",11220,Restaurants
El Reencuentro,"416 45th Street, ,",11220,Latin American
China 1,"5602 4th Ave, ,",11220,Chinese
Great Wall Chinese Restaurant,"4918 8th Ave, ,",11220,Restaurants
Mexico En La Piel,"5906 5th Ave, ,",11220,Mexican
Fei Long Supermarket,"6301 8th Ave, ,",11220,Grocery
Mike's Place,"6830 3rd Ave, ,",11220,Diners
Mei Hao,"4415 8th Ave, ,",11220,Chinese
Red Apple,"4817 8th Ave, ,",11220,Chinese
Burger King,"5212 5th Ave, ,",11220,Burgers
Kevin's Kitchen,"6007 5th Ave, ,",11220,Chinese
Maite,"159 Central Ave, ,",11221,Bars American (New) Spanish
L'Antagoniste,"238 Malcolm X Blvd, ,",11221,French
Little Mo,"1158 Myrtle Ave, ,",11221,Sandwiches Asian Fusion Vietnamese
Santa Panza,"1079 Broadway,",11221,Bars Pizza Italian
Bushwick Public House,"1288 Myrtle Ave, ,",11221,Cafes Music Venues Bars
